Date,account,total_pnl,total_volume,avg_trade_size,trade_count,avg_leverage,win_rate,long_pct,max_drawdown,Classification,Sentiment_Score
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,14999.89,3749.97,4,1.0,0.0,100.0,0.0,Greed,60.0
2024-02-06,0x8477e447846c758f5a675856001ea72298fd9cb5,192.91,29464.51,316.82,93,1.0,36.55913978494624,36.55913978494624,0.0,Greed,64.0
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2421.25,33347.47,1852.64,18,1.0,72.22222222222221,72.22222222222221,0.0,Greed,62.0
2024-02-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,295967.16,8221.31,36,1.0,0.0,97.22222222222221,0.0,Greed,66.0
2024-02-08,0x8477e447846c758f5a675856001ea72298fd9cb5,228.25,29767.08,1984.47,15,1.0,80.0,0.0,-15842.316981,Greed,66.0
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,554.12,70586.13,5882.18,12,1.0,41.66666666666667,58.333333333333336,0.0,Greed,66.0
2024-02-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,30000.42,15000.21,2,1.0,0.0,100.0,-96624.119183,Greed,72.0
2024-02-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,99954.34,24988.58,4,1.0,0.0,100.0,-83553.88530600001,Greed,74.0
2024-02-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,40000.0,20000.0,2,1.0,0.0,100.0,-51564.93920500001,Greed,71.0
2024-02-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1283.85,19651.71,140.37,140,1.0,52.142857142857146,50.0,-13.499199999998382,Greed,70.0
2024-02-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,16196.86,124483.24,2348.74,53,1.0,56.60377358490566,43.39622641509434,-196.26482399999986,Greed,70.0
2024-02-12,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,Greed,70.0
2024-02-12,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,46692.72,46692.72,1,1.0,0.0,100.0,0.0,Greed,70.0
2024-02-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,754.74,300751.24,17691.25,17,1.0,35.294117647058826,64.70588235294117,-12259.262053000006,Greed,70.0
2024-02-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,2043.92,340.65,6,1.0,0.0,100.0,0.0,Greed,70.0
2024-02-12,0x8477e447846c758f5a675856001ea72298fd9cb5,254.16,13343.43,1667.93,8,1.0,12.5,12.5,0.0,Greed,70.0
2024-02-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0,78277.3,1779.03,44,1.0,0.0,100.0,0.0,Greed,70.0
2024-03-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,866.02,394499.36,5888.05,67,1.0,41.7910447761194,47.76119402985074,-963.5859369999998,Extreme Greed,80.0
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,223.31,603820.0,10782.5,56,1.0,10.714285714285714,32.142857142857146,-10189.409573,Extreme Greed,80.0
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.09,390745.68,4946.15,79,1.0,68.35443037974683,45.56962025316456,0.0,Extreme Greed,83.0
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.79,6887.91,3443.96,2,1.0,50.0,50.0,0.0,Extreme Greed,82.0
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9999.66,4999.83,2,1.0,0.0,100.0,0.0,Extreme Greed,82.0
2024-03-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,4978.85,829.81,6,1.0,0.0,0.0,-2830.444513,Extreme Greed,90.0
2024-03-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5319.86,277373.29,12059.71,23,1.0,69.56521739130434,0.0,-28768.395430000004,Extreme Greed,90.0
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-13.84,330.51,47.22,7,1.0,14.285714285714285,42.857142857142854,-13.863479999999981,Extreme Greed,90.0
2024-03-06,0x8477e447846c758f5a675856001ea72298fd9cb5,562.81,21466.86,306.67,70,1.0,62.857142857142854,62.857142857142854,0.0,Extreme Greed,75.0
2024-03-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1118.39,103880.08,10388.01,10,1.0,40.0,100.0,0.0,Extreme Greed,82.0
2024-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,75720.58,9465.07,8,1.0,0.0,100.0,0.0,Extreme Greed,82.0
2024-03-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.65,0.65,1,1.0,0.0,0.0,-5716.86972,Extreme Greed,81.0
2024-03-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,112478.99,8652.23,13,1.0,0.0,100.0,0.0,Extreme Greed,81.0
2024-03-08,0x8477e447846c758f5a675856001ea72298fd9cb5,464.19,4534.09,4534.09,1,1.0,100.0,100.0,-15150.038367000001,Extreme Greed,81.0
2024-03-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,148506.99,9281.69,16,1.0,0.0,100.0,0.0,Extreme Greed,81.0
2024-03-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,25012.14,4168.69,6,1.0,0.0,100.0,0.0,Extreme Greed,81.0
2024-03-10,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,100.38,12926.69,2585.34,5,1.0,60.0,40.0,0.0,Extreme Greed,79.0
2024-03-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,120009.0,30002.25,4,1.0,0.0,100.0,-83553.88530600001,Extreme Greed,79.0
2024-03-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,109994.34,27498.58,4,1.0,0.0,100.0,-51564.93920500001,Extreme Greed,82.0
2024-03-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,19061.32,9530.66,2,1.0,0.0,100.0,0.0,Extreme Greed,82.0
2024-03-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1190.36,7205.03,92.37,78,1.0,47.43589743589743,35.8974358974359,0.0,Extreme Greed,81.0
2024-03-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,121.54,99449.62,1685.59,59,1.0,23.728813559322035,55.932203389830505,-71.8307739999982,Extreme Greed,81.0
2024-03-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,209.94,209.94,1,1.0,0.0,0.0,-808.158708,Extreme Greed,81.0
2024-03-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,30.73,13860.79,330.02,42,1.0,2.380952380952381,61.904761904761905,0.0,Extreme Greed,81.0
2024-03-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1467.1,282371.72,31374.64,9,1.0,44.44444444444444,55.55555555555556,-11404.78850300001,Extreme Greed,81.0
2024-03-12,0x8477e447846c758f5a675856001ea72298fd9cb5,-158.7,16252.41,2708.74,6,1.0,0.0,66.66666666666666,-158.69566100000156,Extreme Greed,81.0
2024-03-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,99999.98,2941.18,34,1.0,0.0,100.0,0.0,Extreme Greed,81.0
2024-03-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,20925.51,565317.04,3898.74,145,1.0,72.41379310344827,27.586206896551722,0.0,Extreme Greed,81.0
2024-04-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-67.6,99792.54,19958.51,5,1.0,0.0,40.0,-148.88123599999972,Extreme Greed,79.0
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,47.62,203187.53,5805.36,35,1.0,25.71428571428571,54.285714285714285,-10143.857935,Extreme Greed,79.0
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1026.0,3776.71,290.52,13,1.0,100.0,0.0,-4679.162806,Greed,71.0
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.77,1574220.16,5485.09,287,1.0,88.15331010452961,56.09756097560976,-0.04287000000476837,Greed,71.0
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,95987.73,2999.62,32,1.0,0.0,0.0,0.0,Greed,70.0
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,4999.41,1666.47,3,1.0,0.0,0.0,-2830.444513,Extreme Greed,79.0
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,53999.34,8999.89,6,1.0,0.0,0.0,-23452.855655000003,Extreme Greed,79.0
2024-04-06,0x8477e447846c758f5a675856001ea72298fd9cb5,52.21,24243.41,457.42,53,1.0,47.16981132075472,47.16981132075472,0.0,Extreme Greed,75.0
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,255022.22,18215.87,14,1.0,0.0,100.0,0.0,Extreme Greed,78.0
2024-04-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,175545.79,15958.71,11,1.0,0.0,100.0,0.0,Extreme Greed,78.0
2024-04-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.01,0.01,1,1.0,0.0,0.0,-5716.86972,Extreme Greed,76.0
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-108604.5,901551.09,12521.54,72,1.0,0.0,16.666666666666664,-108604.496278,Extreme Greed,76.0
2024-04-08,0x8477e447846c758f5a675856001ea72298fd9cb5,109.01,36193.88,2129.05,17,1.0,17.647058823529413,82.35294117647058,-15150.038367000001,Extreme Greed,76.0
2024-04-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-14176.51,134929.87,13492.99,10,1.0,0.0,80.0,-14176.51042,Extreme Greed,76.0
2024-04-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,135069.22,5002.56,27,1.0,0.0,96.29629629629629,0.0,Extreme Greed,76.0
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,35004.98,35004.98,1,1.0,0.0,100.0,-96624.119183,Extreme Greed,80.0
2024-04-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1065.79,96475.99,2923.51,33,1.0,15.151515151515152,90.9090909090909,-2241.785213999996,Extreme Greed,80.0
2024-04-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.34,0.34,1,1.0,0.0,0.0,-1983.5415590000048,Extreme Greed,78.0
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2259.35,432210.64,16623.49,26,1.0,50.0,50.0,-51521.02166900001,Extreme Greed,76.0
2024-04-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,540.06,19601.33,1960.13,10,1.0,100.0,0.0,0.0,Extreme Greed,76.0
2024-04-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,9066.17,18567.68,165.78,112,1.0,53.57142857142857,26.785714285714285,-0.05869600000005448,Extreme Greed,79.0
2024-04-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,7591.31,126798.85,3427.0,37,1.0,67.56756756756756,32.432432432432435,-35.84334999999919,Extreme Greed,79.0
2024-04-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,910.58,81173.16,795.82,102,1.0,13.725490196078432,38.23529411764706,-15.489927999999964,Extreme Greed,79.0
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,291.35,261052.42,20080.96,13,1.0,23.076923076923077,76.92307692307693,-9873.916352000007,Extreme Greed,79.0
2024-04-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,33.26,6696.09,669.61,10,1.0,20.0,50.0,-99.225974,Extreme Greed,79.0
2024-04-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0,0.1,0.1,1,1.0,0.0,0.0,0.0,Extreme Greed,79.0
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,274999.14,274999.35,6249.99,44,1.0,100.0,0.0,-1951.8951890000026,Extreme Greed,79.0
2024-05-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,164.14,1703942.66,25817.31,66,1.0,19.696969696969695,46.96969696969697,-234.04926799999976,Neutral,54.0
2024-05-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-33.45,770198.26,10697.2,72,1.0,19.444444444444446,45.83333333333333,-10064.335079,Fear,43.0
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.03,841810.32,4676.72,180,1.0,90.55555555555556,30.555555555555557,0.0,Neutral,48.0
2024-05-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.43,305295.15,3723.11,82,1.0,91.46341463414635,8.536585365853659,0.0,Greed,67.0
2024-05-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.55,25965.08,3245.64,8,1.0,100.0,0.0,0.0,Greed,67.0
2024-05-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.5,172531.57,17253.16,10,1.0,70.0,100.0,0.0,Greed,67.0
2024-05-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.92,82.3,41.15,2,1.0,50.0,50.0,-13.863479999999981,Greed,69.0
2024-05-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,23986.05,5996.51,4,1.0,0.0,0.0,-23452.855655000003,Greed,69.0
2024-05-06,0x8477e447846c758f5a675856001ea72298fd9cb5,56.06,25350.77,469.46,54,1.0,29.629629629629626,31.48148148148148,-0.006959999999708089,Greed,71.0
2024-05-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,270298.74,13514.94,20,1.0,0.0,100.0,0.0,Greed,68.0
2024-05-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1991.15,165.93,12,1.0,0.0,100.0,0.0,Greed,68.0
2024-05-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-4779.22,213738.16,12572.83,17,1.0,0.0,88.23529411764706,-113383.71529000001,Greed,64.0
2024-05-08,0x8477e447846c758f5a675856001ea72298fd9cb5,160.44,40082.51,2357.79,17,1.0,41.17647058823529,58.82352941176471,-15041.032552,Greed,64.0
2024-05-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,20107.61,10053.8,2,1.0,0.0,100.0,-14176.51042,Greed,64.0
2024-05-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-8394.89,146567.12,3331.07,44,1.0,59.09090909090909,31.818181818181817,-8752.349208,Greed,64.0
2024-05-09,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.84,0.84,1,1.0,0.0,0.0,-5501.114922,Greed,55.0
2024-05-10,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,0.61,0.61,1,1.0,0.0,0.0,0.0,Greed,66.0
2024-05-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5767.16,605605.13,16822.36,36,1.0,66.66666666666666,25.0,-83449.184706,Greed,66.0
2024-05-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,678.48,200627.23,20062.72,10,1.0,50.0,50.0,-49305.58784100001,Neutral,53.0
2024-05-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,49999.88,49999.92,12499.98,4,1.0,100.0,0.0,0.0,Greed,56.0
2024-05-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,588.53,294.26,2,1.0,0.0,100.0,0.0,Greed,56.0
2024-05-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1435.69,761409.11,40074.16,19,1.0,10.526315789473683,0.0,-9733.71755200001,Greed,56.0
2024-05-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,3174.02,170421.23,587.66,290,1.0,36.55172413793103,50.0,-265.52289900000005,Greed,56.0
2024-05-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,2069.93,29373.46,890.1,33,1.0,90.9090909090909,9.090909090909092,0.0,Greed,56.0
2024-05-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,14685.79,25406.1,259.25,98,1.0,48.97959183673469,33.6734693877551,0.0,Greed,56.0
2024-05-12,0x271b280974205ca63b716753467d5a371de622ab,208.82,158123.95,39530.99,4,1.0,75.0,75.0,0.0,Greed,56.0
2024-05-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,61428.49,10238.08,6,1.0,0.0,100.0,-808.158708,Greed,56.0
2024-06-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,135.58,298521.4,13569.15,22,1.0,45.45454545454545,50.0,-291.0496619999999,Greed,72.0
2024-06-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-215.62,8047153.41,7396.28,1088,1.0,16.452205882352942,47.61029411764706,-10240.113454999999,Greed,73.0
2024-06-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6814.83,327218.02,3990.46,82,1.0,87.8048780487805,59.756097560975604,0.0,Greed,73.0
2024-06-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.34,68223.67,4263.98,16,1.0,25.0,0.0,0.0,Greed,73.0
2024-06-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,968.59,206016.43,22890.71,9,1.0,44.44444444444444,88.88888888888889,-23452.855655000003,Extreme Greed,75.0
2024-06-06,0x8477e447846c758f5a675856001ea72298fd9cb5,274.17,137557.76,587.85,234,1.0,42.73504273504273,43.58974358974359,-0.3524520000000848,Extreme Greed,78.0
2024-06-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,108.87,2490.17,103.76,24,1.0,29.166666666666668,70.83333333333334,0.0,Extreme Greed,77.0
2024-06-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,51.56,60707.38,758.84,80,1.0,6.25,93.75,-8752.349208,Greed,72.0
2024-06-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,215.75,771.0,28.56,27,1.0,29.629629629629626,3.7037037037037033,-5665.182682,Greed,72.0
2024-06-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,34990.67,8747.67,4,1.0,0.0,100.0,-96624.119183,Extreme Greed,75.0
2024-06-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1104.86,4056.43,106.75,38,1.0,0.0,0.0,-1104.856765000004,Extreme Greed,75.0
2024-06-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,130.49,300130.56,13642.3,22,1.0,22.727272727272727,27.27272727272727,-77786.72341400001,Greed,72.0
2024-06-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,-3.41,2000.52,666.84,3,1.0,0.0,33.33333333333333,-10.0398,Greed,74.0
2024-06-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2821.25,121906.38,10158.86,12,1.0,58.333333333333336,41.66666666666667,-48627.11191300001,Greed,74.0
2024-06-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,74999.85,74999.89,3000.0,25,1.0,100.0,0.0,0.0,Greed,72.0
2024-06-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,292.11,292.11,1,1.0,0.0,100.0,0.0,Greed,72.0
2024-06-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,514.89,108996.49,1009.23,108,1.0,29.629629629629626,56.481481481481474,-25.190451999999823,Greed,72.0
2024-06-12,0x420ab45e0bd8863569a5efbb9c05d91f40624641,0.0,480326.66,10673.93,45,1.0,0.0,0.0,0.0,Greed,72.0
2024-06-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7206.32,1482566.5,25128.25,59,1.0,35.59322033898305,66.10169491525424,-8302.736602000012,Greed,72.0
2024-06-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,-123.87,20916.4,2324.04,9,1.0,0.0,55.55555555555556,-123.87012200000026,Greed,72.0
2024-06-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,389.18,8956.57,129.81,69,1.0,23.18840579710145,39.130434782608695,0.0,Greed,72.0
2024-06-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,48513.58,1426.87,34,1.0,0.0,100.0,0.0,Greed,72.0
2024-06-12,0x083384f897ee0f19899168e3b1bec365f52a9012,-175611.0,1212299.96,36736.36,33,1.0,0.0,100.0,-327505.900056,Greed,72.0
2024-06-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,33151.06,1657.55,20,1.0,0.0,25.0,-808.158708,Greed,72.0
2024-07-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-835.68,1048850.06,10812.89,97,1.0,9.278350515463918,53.608247422680414,-861.8482730000001,Neutral,53.0
2024-07-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,241.24,6758.73,450.58,15,1.0,13.333333333333334,46.666666666666664,-10080.342768999999,Neutral,51.0
2024-07-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,49988.14,2173.4,23,1.0,0.0,0.0,0.0,Fear,44.0
2024-07-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,656.22,98901.26,9890.13,10,1.0,70.0,40.0,-22445.505275000003,Fear,29.0
2024-07-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.0,47.59,47.59,1,1.0,0.0,0.0,-12.947480000002543,Fear,29.0
2024-07-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,227.32,9768.73,1395.53,7,1.0,28.57142857142857,28.57142857142857,-2717.368195,Fear,29.0
2024-07-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,7329.22,785972.7,15114.86,52,1.0,57.692307692307686,75.0,-4336.464519000003,Fear,26.0
2024-07-06,0x8477e447846c758f5a675856001ea72298fd9cb5,1573.24,311529.93,832.97,374,1.0,39.037433155080215,34.22459893048128,-0.3766200000000026,Fear,26.0
2024-07-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,1086.13,77.58,14,1.0,0.0,100.0,0.0,Fear,26.0
2024-07-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,61.43,498.75,49.88,10,1.0,100.0,0.0,0.0,Fear,29.0
2024-07-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,188.79,1992.73,94.89,21,1.0,47.61904761904761,52.38095238095239,-8700.785958,Fear,28.0
2024-07-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,500.0,500.0,1,1.0,0.0,100.0,-14176.51042,Fear,28.0
2024-07-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.04,0.0,11,1.0,0.0,0.0,-5501.114922,Fear,28.0
2024-07-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,219984.65,10475.46,21,1.0,0.0,0.0,-77656.23633500001,Fear,28.0
2024-07-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,503.46,30868.5,1929.28,16,1.0,68.75,31.25,0.0,Fear,29.0
2024-07-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,628.96,60628.85,30314.42,2,1.0,50.0,50.0,-45805.86349300001,Fear,29.0
2024-07-11,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,3360.93,19837.95,208.82,95,1.0,50.526315789473685,49.473684210526315,-14422.877763,Fear,29.0
2024-07-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,3515.03,52028.63,2001.1,26,1.0,96.15384615384616,0.0,0.0,Fear,25.0
2024-07-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4008.01,13732.33,159.68,86,1.0,41.86046511627907,23.25581395348837,0.0,Fear,25.0
2024-07-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1040.62,104429.77,580.17,180,1.0,35.0,46.111111111111114,-9.156608000000233,Fear,25.0
2024-07-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2343.0,198481.45,49620.36,4,1.0,100.0,100.0,-737.5688140000057,Fear,25.0
2024-07-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,3063.89,1021.3,3,1.0,0.0,100.0,0.0,Fear,25.0
2024-07-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,74999.62,79997.35,15999.47,5,1.0,60.0,0.0,0.0,Fear,25.0
2024-08-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-269.87,1522452.43,11894.16,128,1.0,25.0,31.25,-1857.4693189999998,Neutral,52.0
2024-08-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,770.76,26051.12,2605.11,10,1.0,40.0,20.0,-9839.100649,Greed,57.0
2024-08-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.89,183583.18,2740.05,67,1.0,88.05970149253731,28.35820895522388,0.0,Fear,37.0
2024-08-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,163166.37,5827.37,28,1.0,0.0,0.0,0.0,Fear,34.0
2024-08-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.43,48774.27,24387.14,2,1.0,50.0,50.0,0.0,Fear,34.0
2024-08-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,65834.19,6583.42,10,1.0,0.0,100.0,-21828.048235000002,Fear,26.0
2024-08-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1.57,139.38,46.46,3,1.0,33.33333333333333,66.66666666666666,-12.947480000002543,Fear,26.0
2024-08-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,45002.65,6428.95,7,1.0,0.0,100.0,0.0,Extreme Fear,17.0
2024-08-06,0x8477e447846c758f5a675856001ea72298fd9cb5,129.14,52349.23,2379.51,22,1.0,36.36363636363637,63.63636363636363,0.0,Extreme Fear,17.0
2024-08-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,497.64,497.64,1,1.0,0.0,100.0,0.0,Fear,29.0
2024-08-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-40.71,459.28,114.82,4,1.0,0.0,0.0,-14217.222637,Extreme Fear,20.0
2024-08-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,15840.07,3168.01,5,1.0,0.0,100.0,-8511.996702999997,Extreme Fear,20.0
2024-08-09,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0,0.11,0.11,1,1.0,0.0,0.0,-14505.50575,Neutral,48.0
2024-08-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5396.55,434583.55,12416.67,35,1.0,94.28571428571428,97.14285714285714,-77649.64355100002,Fear,40.0
2024-08-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.58,0.58,1,1.0,0.0,0.0,-1983.5415590000048,Fear,40.0
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,646.37,240641.63,10026.73,24,1.0,25.0,75.0,-45176.90103300001,Fear,39.0
2024-08-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,-710.79,30058.81,2003.92,15,1.0,0.0,33.33333333333333,-720.826746,Fear,39.0
2024-08-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,554.01,7922.52,77.67,102,1.0,42.15686274509804,30.392156862745097,0.0,Fear,25.0
