Date,account,total_pnl,total_volume,avg_trade_size,trade_count,avg_leverage,win_rate,long_pct,max_drawdown,Classification,Sentiment_Score
2024-01-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,34709.85,52243.57,856.45,61,1.0,80.32786885245902,19.672131147540984,-10491.731207,Greed,71.0
2024-01-12,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,13.57,34.1,11.37,3,1.0,66.66666666666666,33.33333333333333,0.0,Greed,71.0
2024-01-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4458.25,47695.56,247.13,193,1.0,50.259067357512954,34.196891191709845,-21.298533999997744,Greed,71.0
2024-01-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,0.06,0.06,1,1.0,0.0,0.0,0.0,Greed,71.0
2024-01-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,199.81,199.81,1,1.0,0.0,0.0,-808.158708,Greed,71.0
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,783.98,121348.74,7138.16,17,1.0,47.05882352941176,52.94117647058824,-1984.0664399999998,Greed,63.0
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,456.42,474278.43,11292.34,42,1.0,30.952380952380953,45.23809523809524,-10607.845489,Greed,63.0
2024-02-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.72,60253.79,2510.57,24,1.0,87.5,87.5,0.0,Greed,60.0
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.81,2943.77,420.54,7,1.0,0.0,100.0,-4688.932126,Greed,60.0
2024-02-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.76,224664.62,6072.02,37,1.0,32.432432432432435,16.216216216216218,0.0,Greed,60.0
